,Sender,Metabolite,Metabolite_Name,Receiver,Sensor,Commu_Score,metabolite_prop_in_sender,sensor_prop_in_receiver,ztest_stat,ztest_pval,ttest_stat,ttest_pval,ranksum_test_stat,ranksum_test_pval,permutation_test_stat,permutation_test_pval,ztest_fdr,ttest_fdr,ranksum_test_fdr,permutation_test_fdr
23,Myeloid,HMDB0000112,gamma-Aminobutyric acid,OPC,SLC6A1,8.560107679172038,0.7466161342717921,0.7315270935960592,-3014.990755793061,0.0,-95.29474366064619,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
37,Vascular,HMDB0000112,gamma-Aminobutyric acid,OPC,SLC6A1,9.632696381401283,0.7058823529411765,0.7315270935960592,-650.4930872852026,0.0,-20.56012008884594,6.54538912678609e-79,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.0063870190002295e-77,0.23157896384097248,0.0
27,Myeloid,HMDB0000112,gamma-Aminobutyric acid,Astrocyte,SLC6A1,10.31898805947411,0.7466161342717921,0.7954545454545454,-2031.6814160180315,0.0,-64.21530791347661,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
47,Astrocyte,HMDB0000112,gamma-Aminobutyric acid,Vascular,SLC6A13,3.6820258100476515,0.7613636363636364,0.27450980392156865,-3031.7710068180972,0.0,-95.82511666988998,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
6,Neoplastic,HMDB0001264,Dehydroascorbic acid,Astrocyte,SLC2A1,0.7181178268757216,0.29880843263061413,0.32954545454545453,-193.84161552726985,0.0,-6.126747495641269,6.442542353828946e-10,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,8.317967787452314e-09,0.23157896384097248,0.0
9,Oligo,HMDB0000641,L-Glutamine,OPC,SLC38A1,5.52414633546704,0.8823529411764706,0.45320197044334976,-877.2915781786244,0.0,-27.72853478822204,2.9011971596742493e-126,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.9369042016394708e-124,0.23157896384097248,0.0
5,Neoplastic,HMDB0001264,Dehydroascorbic acid,Vascular,SLC2A1,0.7184586942604535,0.29880843263061413,0.29411764705882354,-147.14042426633074,0.0,-4.650664014686323,1.8763610393519182e-06,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.90889430088458e-05,0.23157896384097248,0.0
32,Neuron,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A1,21.80859444311658,0.8095238095238095,0.8571428571428571,-935.2000335408384,0.0,-29.558846008554323,8.87613980717692e-139,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.0350253152368834e-136,0.23157896384097248,0.0
34,Neuron,HMDB0000112,gamma-Aminobutyric acid,Astrocyte,SLC6A11,13.725298293791676,0.8095238095238095,0.5909090909090909,-1315.6543011358094,0.0,-41.583855317587876,1.8248478678440116e-220,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.3960603148644515e-218,0.23157896384097248,0.0
19,OPC,HMDB0001264,Dehydroascorbic acid,Vascular,SLC2A3,0.9911796637495742,0.270935960591133,0.8235294117647058,-192.72473758681488,0.0,-6.091446360196197,7.973397985737765e-10,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.0215708239863184e-08,0.23157896384097248,0.0
17,OPC,HMDB0001264,Dehydroascorbic acid,Myeloid,SLC2A3,0.8259677398614906,0.270935960591133,0.697347049269085,-266.167018064356,0.0,-8.412734834634536,6.860749089622408e-17,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.2356054860919184e-15,0.23157896384097248,0.0
14,OPC,HMDB0001264,Dehydroascorbic acid,Neoplastic,SLC2A3,0.49558433324342493,0.270935960591133,0.541704857928506,-246.17996553004807,0.0,-7.781004523644661,8.946902683414974e-15,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.5039939328397579e-13,0.23157896384097248,0.0
46,Astrocyte,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A11,3.854990979649652,0.7613636363636364,0.38095238095238093,-414.4117270103008,0.0,-13.098301949859392,1.3639783204773396e-36,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.340230842223576e-35,0.23157896384097248,0.0
2,Neoplastic,HMDB0001264,Dehydroascorbic acid,OPC,SLC2A3,0.46693113954190746,0.29880843263061413,0.25862068965517243,-389.84382359871324,0.0,-12.321784790266669,7.024290503977236e-33,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.0158181969669254e-31,0.23157896384097248,0.0
16,OPC,HMDB0001264,Dehydroascorbic acid,OPC,SLC2A3,0.18550729453528086,0.270935960591133,0.25862068965517243,-210.38953043795132,0.0,-6.649777062647944,2.4120716911054387e-11,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.356496135719532e-10,0.23157896384097248,0.0
18,OPC,HMDB0001264,Dehydroascorbic acid,Neuron,SLC2A3,0.4000647443095438,0.270935960591133,0.6666666666666666,-123.45475189280367,0.0,-3.902031511277006,5.0888971847388756e-05,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.00044392917486566776,0.23157896384097248,0.0
39,Vascular,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A11,3.067767233919694,0.7058823529411765,0.38095238095238093,-273.8836591228156,0.0,-8.656634531565347,9.605920780620953e-18,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.7751202052373161e-16,0.23157896384097248,0.0
25,Myeloid,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A11,2.7261751868035304,0.7466161342717921,0.38095238095238093,-375.16761705780124,0.0,-11.857914266770146,9.672697923773706e-31,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.5940289162679295e-29,0.23157896384097248,0.0
5,Neoplastic,HMDB0001264,Dehydroascorbic acid,Vascular,SLC2A3,2.4948487931148873,0.29880843263061413,0.8235294117647058,-305.7034966261139,0.0,-9.662363405650277,1.7766096478659174e-21,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.6902205357701983e-20,0.23157896384097248,0.0
3,Neoplastic,HMDB0001264,Dehydroascorbic acid,Myeloid,SLC2A3,2.079002116679733,0.29880843263061413,0.697347049269085,-609.8946194862099,0.0,-19.276925248368777,6.0166500161800596e-71,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.389931495354783e-69,0.23157896384097248,0.0
0,Neoplastic,HMDB0001264,Dehydroascorbic acid,Neoplastic,SLC2A3,1.24741055622726,0.29880843263061413,0.541704857928506,-479.91690906391636,0.0,-15.168722736473475,3.1541471242465695e-47,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.2311865808711609e-45,0.23157896384097248,0.0
4,Neoplastic,HMDB0001264,Dehydroascorbic acid,Neuron,SLC2A3,1.0069829729281612,0.29880843263061413,0.6666666666666666,-162.39949938919085,0.0,-5.132957252082672,1.7134474726161768e-07,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.8994317831215668e-06,0.23157896384097248,0.0
26,Myeloid,HMDB0000112,gamma-Aminobutyric acid,Vascular,SLC6A13,2.603857558554996,0.7466161342717921,0.27450980392156865,-2740.937462251253,0.0,-86.63274749789082,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
40,Vascular,HMDB0000112,gamma-Aminobutyric acid,Vascular,SLC6A13,2.9301231038256197,0.7058823529411765,0.27450980392156865,-1952.800811731667,0.0,-61.722130463156795,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
33,Neuron,HMDB0000112,gamma-Aminobutyric acid,Vascular,SLC6A13,4.561574026310012,0.8095238095238095,0.27450980392156865,-2658.8852753276647,0.0,-84.03932590790585,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
48,Astrocyte,HMDB0000112,gamma-Aminobutyric acid,Astrocyte,SLC6A1,14.591727663337432,0.7613636363636364,0.7954545454545454,-1308.3053938805604,0.0,-41.35157857454008,6.299370617161595e-219,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.1491049925800518e-216,0.23157896384097248,0.0
30,Neuron,HMDB0000112,gamma-Aminobutyric acid,OPC,SLC6A1,14.996044896325817,0.8095238095238095,0.7315270935960592,-692.6236958973543,0.0,-21.891741268860457,2.1819660592592994e-87,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.461837915483394e-85,0.23157896384097248,0.0
46,Astrocyte,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A1,17.60353052636391,0.7613636363636364,0.8571428571428571,-1112.0219809645457,0.0,-35.14765324484258,4.078987870271378e-177,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,6.012101801750389e-175,0.23157896384097248,0.0
34,Neuron,HMDB0000112,gamma-Aminobutyric acid,Astrocyte,SLC6A1,18.077343653168988,0.8095238095238095,0.7954545454545454,-799.3625795552168,0.0,-25.265434716263417,1.3341044805592448e-109,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.153969058677161e-107,0.23157896384097248,0.0
39,Vascular,HMDB0000112,gamma-Aminobutyric acid,Neuron,SLC6A1,14.00873165077866,0.7058823529411765,0.8571428571428571,-799.5096307373277,0.0,-25.27008255960334,1.241722000656019e-109,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.079126704721061e-107,0.23157896384097248,0.0
4,Neoplastic,HMDB0000122,D-Glucose,Neuron,SLC2A3,1.1150669465619487,0.39688359303391385,0.6666666666666666,-165.42750042399496,0.0,-5.228663211333591,1.039592138548416e-07,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.1700333268549796e-06,0.23157896384097248,0.0
0,Neoplastic,HMDB0000122,D-Glucose,Neoplastic,SLC2A3,1.3813006946848383,0.39688359303391385,0.541704857928506,-312.3472806919536,0.0,-9.872353336224489,2.6801105446458025e-22,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,5.695312188529904e-21,0.23157896384097248,0.0
14,OPC,HMDB0000122,D-Glucose,Neoplastic,SLC2A3,1.3993604719219506,0.4064039408866995,0.541704857928506,-167.6503281806601,0.0,-5.298920077251395,7.166467651406045e-08,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,8.165429808874766e-07,0.23157896384097248,0.0
41,Vascular,HMDB0000134,Fumaric acid,Astrocyte,SLC13A5,3.0493986524401806,0.6666666666666666,0.36363636363636365,-1387.1332661356412,0.0,-43.843089324756676,2.6640739453056273e-235,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,5.3350976487294435e-233,0.23157896384097248,0.0
6,Neoplastic,HMDB0000134,Fumaric acid,Astrocyte,SLC13A5,2.6674837622131156,0.7076076993583869,0.36363636363636365,-1419.6285770555687,0.0,-44.87016787162703,5.7450657190759206e-242,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.2166332276810893e-239,0.23157896384097248,0.0
27,Myeloid,HMDB0000134,Fumaric acid,Astrocyte,SLC13A5,0.475376925390487,0.4407146724417975,0.36363636363636365,-227.65864001710526,0.0,-7.195601412998304,6.098291192891904e-13,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,9.362909744820037e-12,0.23157896384097248,0.0
11,Oligo,HMDB0000187,L-Serine,Neuron,SLC1A4,1.6785115797623287,0.5882352941176471,0.3333333333333333,-167.3690583742269,0.0,-5.290029988931215,7.513694637339899e-08,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,8.534667694102977e-07,0.23157896384097248,0.0
4,Neoplastic,HMDB0000187,L-Serine,Neuron,SLC1A4,1.7005271016332182,0.5820348304307974,0.3333333333333333,-202.55190845078147,0.0,-6.402053524278443,1.1772883153726699e-10,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.5832379505420487e-09,0.23157896384097248,0.0
18,OPC,HMDB0000187,L-Serine,Neuron,SLC1A4,1.891974424403659,0.7142857142857143,0.3333333333333333,-221.49463429904188,0.0,-7.000775825657123,2.3327805043595908e-12,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.4688577895335834e-11,0.23157896384097248,0.0
46,Astrocyte,HMDB0000187,L-Serine,Neuron,SLC1A4,2.6710934498070737,0.8181818181818182,0.3333333333333333,-274.11400315032495,0.0,-8.663915009959215,9.051864704489877e-18,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.6744132059791313e-16,0.23157896384097248,0.0
13,Oligo,HMDB0000187,L-Serine,Astrocyte,SLC1A4,8.987972883806929,0.5882352941176471,0.6931818181818182,-1639.7891918518785,0.0,-51.82877937346099,1.0089324035327775e-285,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.904464156669983e-283,0.23157896384097248,0.0
6,Neoplastic,HMDB0000187,L-Serine,Astrocyte,SLC1A4,9.10586001427667,0.5820348304307974,0.6931818181818182,-2533.5988431115006,0.0,-80.07940051866338,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
48,Astrocyte,HMDB0000187,L-Serine,Astrocyte,SLC1A4,14.30297877383705,0.8181818181818182,0.6931818181818182,-2525.261245161092,0.0,-79.81587425149222,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
20,OPC,HMDB0000187,L-Serine,Astrocyte,SLC1A4,10.13100834598005,0.7142857142857143,0.6931818181818182,-2547.6549561682555,0.0,-80.52367176162984,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
13,Oligo,HMDB0000187,L-Serine,Astrocyte,SLC7A10,2.953055131134518,0.5882352941176471,0.4090909090909091,-1936.7861882374343,0.0,-61.21595662571719,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
20,OPC,HMDB0000187,L-Serine,Astrocyte,SLC7A10,3.3286066353808628,0.7142857142857143,0.4090909090909091,-2468.662173633039,0.0,-78.0269486959717,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
48,Astrocyte,HMDB0000187,L-Serine,Astrocyte,SLC7A10,4.699333810261516,0.8181818181818182,0.4090909090909091,-2722.6348211752716,0.0,-86.05425634122732,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
46,Astrocyte,HMDB0000248,Thyroxine,Neuron,THRA,3.0671285319819344,0.42045454545454547,0.7142857142857143,-1637.3277935121062,0.0,-51.750982012595216,3.012344863692022e-285,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,8.538375656717202e-283,0.23157896384097248,0.0
6,Neoplastic,HMDB0000187,L-Serine,Astrocyte,SLC7A10,2.991787690748221,0.5820348304307974,0.4090909090909091,-2299.0614241891885,0.0,-72.66638169859327,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
48,Astrocyte,HMDB0000187,L-Serine,Astrocyte,SLC3A2,8.539795988408603,0.8181818181818182,0.875,-551.087170696246,0.0,-17.418199563386665,7.676488102213504e-60,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.6451447627624126e-58,0.23157896384097248,0.0
42,Astrocyte,HMDB0000187,L-Serine,Neoplastic,SLC3A2,6.922358061724294,0.8181818181818182,0.7506874427131073,-458.3817329238881,0.0,-14.488060918188383,1.2806475041973313e-43,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.6907852121931676e-42,0.23157896384097248,0.0
2,Neoplastic,HMDB0000187,L-Serine,OPC,SLC3A2,2.2419616521287287,0.5820348304307974,0.47783251231527096,-363.5448634928675,0.0,-11.490554161445418,4.32797446156892e-29,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.107480576110358e-27,0.23157896384097248,0.0
4,Neoplastic,HMDB0000187,L-Serine,Neuron,SLC3A2,2.246024805735366,0.5820348304307974,0.7142857142857143,-162.25651790210964,0.0,-5.1284380395002,1.7540023658645375e-07,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.939720263426665e-06,0.23157896384097248,0.0
3,Neoplastic,HMDB0000187,L-Serine,Myeloid,SLC3A2,2.2821702944377114,0.5820348304307974,0.5083919870059556,-421.7426565070593,0.0,-13.330010470306949,9.920314782890238e-38,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.28136229012513e-36,0.23157896384097248,0.0
13,Oligo,HMDB0000134,Fumaric acid,Astrocyte,SLC13A5,3.2297765985880176,0.6588235294117647,0.36363636363636365,-1622.0177609846562,0.0,-51.267078165680864,2.7607520156354152e-282,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,7.480013990598072e-280,0.23157896384097248,0.0
46,Astrocyte,HMDB0000248,Thyroxine,Neuron,THRB,1.2316069404412415,0.42045454545454547,0.3333333333333333,-1526.9775461443992,0.0,-48.263144275252486,1.2857123385150942e-263,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.960995515600262e-261,0.23157896384097248,0.0
42,Astrocyte,HMDB0000248,Thyroxine,Neoplastic,THRA,1.234441728416576,0.42045454545454547,0.308890925756187,-958.0646952431472,0.0,-30.28152884651075,9.778118292574059e-144,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.1852108646209504e-141,0.23157896384097248,0.0
48,Astrocyte,HMDB0000248,Thyroxine,Astrocyte,THRA,1.3313383445482696,0.42045454545454547,0.36363636363636365,-873.9276782352315,0.0,-27.622212079872195,1.5376492420307476e-125,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.539654871476875e-123,0.23157896384097248,0.0
19,OPC,HMDB0000122,D-Glucose,Vascular,SLC2A3,2.798751996348437,0.4064039408866995,0.8235294117647058,-385.004987262369,0.0,-12.168843801176818,3.617826805795139e-32,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.0129915056226389e-30,0.23157896384097248,0.0
5,Neoplastic,HMDB0000122,D-Glucose,Vascular,SLC2A3,2.762632041118777,0.39688359303391385,0.8235294117647058,-648.963096727818,0.0,-20.511761712393536,1.3180060636066944e-78,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,8.014172843527966e-77,0.23157896384097248,0.0
45,Astrocyte,HMDB0000122,D-Glucose,Myeloid,SLC2A3,2.689450845723778,0.45454545454545453,0.697347049269085,-171.17837010666207,0.0,-5.410430817480493,3.9352441098920146e-08,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.562802862218406e-07,0.23157896384097248,0.0
17,OPC,HMDB0000122,D-Glucose,Myeloid,SLC2A3,2.3322500908783863,0.4064039408866995,0.697347049269085,-324.70348585315077,0.0,-10.262895629328439,7.293487587343945e-24,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.6287904885966647e-22,0.23157896384097248,0.0
3,Neoplastic,HMDB0000122,D-Glucose,Myeloid,SLC2A3,2.302150686223452,0.39688359303391385,0.697347049269085,-592.8895898528349,0.0,-18.739447666807198,1.1134143711874538e-67,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,5.928770628542672e-66,0.23157896384097248,0.0
3,Neoplastic,HMDB0000538,Adenosine triphosphate,Myeloid,P2RX4,0.39895299290048747,0.2777268560953254,0.36220898754737413,-563.8175008426608,0.0,-17.82056681631673,3.3786446582666913e-62,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.6688511845551079e-60,0.23157896384097248,0.0
17,OPC,HMDB0000538,Adenosine triphosphate,Myeloid,P2RX4,0.32577276324488763,0.2733990147783251,0.36220898754737413,-233.20226567974638,0.0,-7.370818662157998,1.7757128554461042e-13,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.798608524271944e-12,0.23157896384097248,0.0
12,Oligo,HMDB0000122,D-Glucose,Vascular,SLC2A3,1.8422093369627845,0.25882352941176473,0.8235294117647058,-102.61513755311675,0.0,-3.243354298860538,0.0006102278118564081,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0045425604871282685,0.23157896384097248,0.0
47,Astrocyte,HMDB0000122,D-Glucose,Vascular,SLC2A3,3.2274008490725414,0.45454545454545453,0.8235294117647058,-208.4127479971491,0.0,-6.5872969453848444,3.615742546539831e-11,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.993736182717379e-10,0.23157896384097248,0.0
2,Neoplastic,HMDB0000538,Adenosine triphosphate,OPC,P2RX7,0.5371921700767829,0.2777268560953254,0.43349753694581283,-777.7144341825817,0.0,-24.5812022820346,5.000330221901028e-105,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.076375398597546e-103,0.23157896384097248,0.0
48,Astrocyte,HMDB0000112,gamma-Aminobutyric acid,Astrocyte,SLC6A11,11.078829868124421,0.7613636363636364,0.5909090909090909,-1959.1713534430794,0.0,-61.92348402890224,0.0,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,0.0,0.23157896384097248,0.0
1,Neoplastic,HMDB0000538,Adenosine triphosphate,Oligo,P2RX7,0.45009563218903414,0.2777268560953254,0.36470588235294116,-551.6601963536009,0.0,-17.43631117219465,6.021416383396794e-60,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,2.866629856529781e-58,0.23157896384097248,0.0
15,OPC,HMDB0000538,Adenosine triphosphate,Oligo,P2RX7,0.3675342720370329,0.2733990147783251,0.36470588235294116,-247.37864642691548,0.0,-7.818891203256665,6.7417957194343015e-15,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,1.1385045310252759e-13,0.23157896384097248,0.0
46,Astrocyte,HMDB0000641,L-Glutamine,Neuron,SLC38A1,8.83044591085524,0.9886363636363636,0.5714285714285714,-394.5098368095741,0.0,-12.469263362793573,1.4259350531842172e-33,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,4.183348315265289e-32,0.23157896384097248,0.0
48,Astrocyte,HMDB0000094,Citric acid,Astrocyte,SLC13A5,0.6076335301322592,0.3977272727272727,0.36363636363636365,-210.33123209986874,0.0,-6.6479344284134125,2.4411575538428118e-11,-1.7303213505149568,0.04178643850770659,0,0.0,0.0,3.394406548830186e-10,0.23157896384097248,0.0
